Demand Balances by Primary Good
scenario,region,input,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"Reference,date=2018-3-8T17:45:07-04:00",Brazil,Root_Tuber,FoodDemand_Crops,9.88323,11.5986,11.9807,12.493,12.9385,13.4853,13.9605,14.2351,14.4334,14.5562,14.594,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Brazil,Root_Tuber,NonFoodDemand_Crops,10.0035,6.98494,8.08367,8.42386,8.73871,9.01558,9.23945,9.41038,9.53063,9.60071,9.61468,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Brazil,SugarCrop,FeedCrops,4.37881,3.68376,5.67316,4.95523,5.47546,5.7276,6.03291,6.34524,6.64277,7.00914,7.4342,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Brazil,SugarCrop,FoodDemand_Crops,7.75071,9.4536,10.5858,11.0386,11.4321,11.9153,12.3352,12.5778,12.753,12.8615,12.895,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Brazil,SugarCrop,NonFoodDemand_Crops,104.469,253.623,365.22,380.59,394.815,407.324,417.438,425.161,430.594,433.76,434.391,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Brazil,SugarCrop,regional sugar for ethanol,142.751,169.765,293.351,355.033,262.79,459.419,616.414,758.646,920.203,1032.11,1095.98,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Brazil,Wheat,FeedCrops,0.0,0.181222,0.268323,0.237913,0.250888,0.2684,0.286396,0.298069,0.308635,0.318576,0.327473,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Brazil,Wheat,FoodDemand_Crops,6.5919,9.73268,10.3224,10.7639,11.1476,11.6188,12.0282,12.2648,12.4357,12.5415,12.5741,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Brazil,Wheat,NonFoodDemand_Crops,0.0940266,0.447663,1.17748,1.22703,1.27289,1.31322,1.34583,1.37073,1.38824,1.39845,1.40049,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,Corn,FeedCrops,0.695257,2.21177,2.33435,2.59104,2.84759,3.17222,3.48418,3.71897,3.92208,4.14514,4.3969,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,Corn,FoodDemand_Crops,2.5957,3.14448,3.41185,3.63388,3.84405,4.0468,4.23272,4.36035,4.46478,4.54655,4.60456,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,Corn,NonFoodDemand_Crops,1.53079,2.62347,3.09384,3.26968,3.43014,3.57441,3.70109,3.80835,3.89509,3.9619,4.00786,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,FiberCrop,FeedCrops,0.0183744,0.0031381,0.001533,0.00168126,0.00189034,0.00215602,0.00243295,0.00273533,0.00304772,0.00334988,0.0036105,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,FiberCrop,FoodDemand_Crops,0.0402728,0.003726,0.00113825,0.00121232,0.00128244,0.00135008,0.00141211,0.00145468,0.00148952,0.0015168,0.00153615,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,FiberCrop,NonFoodDemand_Crops,0.250438,0.0892214,0.0977147,0.103268,0.108336,0.112893,0.116894,0.120281,0.123021,0.125131,0.126583,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,FodderGrass,Pasture_FodderGrass,0.0177,0.01885,0.02,0.0224696,0.025094,0.0279787,0.0307552,0.0333024,0.0355993,0.0376296,0.0392219,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,FodderHerb,FodderHerb_Residue,8.08501,6.01141,6.73366,7.86351,8.98042,10.2392,11.4786,12.5001,13.4584,14.3366,15.0994,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,Forest,NonFoodDemand_Forest,0.0436243,0.0496974,0.0506216,0.0534987,0.0561241,0.0584846,0.0605574,0.0623123,0.0637317,0.0648248,0.0655768,0.0,0.0,0.0,billion m3,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,MiscCrop,FeedCrops,0.20519,0.984412,0.54262,0.603435,0.688474,0.794936,0.9059,1.00132,1.10058,1.19973,1.29103,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,MiscCrop,FoodDemand_Crops,8.33953,13.5126,13.8657,14.768,15.6222,16.4461,17.2017,17.7204,18.1448,18.4771,18.7129,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,MiscCrop,NonFoodDemand_Crops,2.61146,4.11019,3.69511,3.90513,4.09677,4.26907,4.42038,4.54847,4.65208,4.73187,4.78676,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,OilCrop,FeedCrops,0.324232,1.02764,1.11887,1.27961,1.46687,1.68362,1.9096,2.13604,2.36796,2.61361,2.85475,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,OilCrop,FoodDemand_Crops,0.371376,0.625058,0.632118,0.673254,0.712193,0.749756,0.784203,0.807848,0.827196,0.842346,0.853094,0.0,0.0,0.0,Mt,
