Electricity sector water withdrawals by technology
scenario,region,sector,technology,input,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",Mexico,electricity,gas (steam/CT),water withdrawals,0.152268,0.181235,1.1822,1.0073813,0.9477257,0.9068571999999999,0.6883350399999999,0.31035128000000006,0.076146912,0.013051038,4.34276162E-4,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",Mexico,electricity,geothermal,water withdrawals,0.0222832,0.0317419,0.0287803,0.043064000000000005,0.0524436,0.0677648,0.08994829,0.13769303,0.14388809000000002,0.14290875999999997,0.1421788,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",Mexico,electricity,refined liquids (CC CCS),water withdrawals,0.0,0.0,0.0,0.0,0.0,0.478167,1.132471,3.404891,5.172703,6.076124999999999,6.4211949,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",Mexico,electricity,refined liquids (CC),water withdrawals,0.0,0.0,0.0,0.0,0.194163,0.2484187,0.1852282,0.1221082,0.04573577,0.012479856000000001,6.495718999999999E-4,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",Mexico,electricity,refined liquids (steam/CT),water withdrawals,1.41248,1.51997,0.99865,0.8072360000000001,0.7947682,0.7415886,0.57212732,0.26133544999999997,0.08080685699999998,0.019567948399999997,0.0013317478119999999,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Northern,electricity,CSP,water withdrawals,0.0,0.0,0.0,2.22238E-5,2.06756E-5,1.1180849999999999E-4,3.2383549999999997E-4,5.969084999999999E-4,8.841484999999999E-4,0.0012029897,0.0015271867,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Northern,electricity,CSP_storage,water withdrawals,0.0,0.0,0.0,0.0,0.0,2.97859E-4,0.001613869,0.0055322489999999995,0.016981249,0.036513648999999995,0.060568448999999996,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Northern,electricity,Gen_III,water withdrawals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0520421,0.1778201,0.3524241,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Northern,electricity,PV,water withdrawals,0.0,0.0,0.0,1.18921E-5,1.10637E-5,3.91529E-5,9.21124E-5,1.335319E-4,1.616767E-4,1.8376670000000002E-4,2.1522600000000003E-4,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Northern,electricity,PV_storage,water withdrawals,0.0,0.0,0.0,1.06589E-7,9.91639E-8,3.51971E-7,8.36015E-7,1.716353E-6,3.902383E-6,7.0473639999999995E-6,1.0626744E-5,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Northern,electricity,biomass (IGCC CCS),water withdrawals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00160253,0.007522910000000001,0.02118868,0.03974368,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Northern,electricity,biomass (IGCC),water withdrawals,0.0,0.0,0.0,0.0,0.0,0.00105807,0.00353228,0.006214809999999999,0.009209913,0.00997312,0.006744886000000001,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Northern,electricity,biomass (conv CCS),water withdrawals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0176871,0.09692600000000001,0.2966743,0.5757547000000001,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Northern,electricity,biomass (conv),water withdrawals,7.78071E-4,8.88903E-4,9.27485E-4,0.003764945,0.0030824330000000003,0.009791547000000001,0.02233408,0.033344755999999996,0.041078374099999995,0.0341371578,0.014497031439999999,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Northern,electricity,coal (IGCC CCS),water withdrawals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57145E-4,0.001256385,0.003415094,0.006160779,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Northern,electricity,coal (IGCC),water withdrawals,0.0,0.0,0.0,0.0,0.0,3.66731E-4,0.001176518,0.001777791,0.0022094600000000003,0.0020543180000000003,0.0010870003000000002,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Northern,electricity,coal (conv pul CCS),water withdrawals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022342,0.01025216,0.0260248,0.044618609999999996,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Northern,electricity,coal (conv pul),water withdrawals,0.0,0.0,0.0,0.00622961,0.00579544,0.01194823,0.02227953,0.025036210000000003,0.025517140000000004,0.020269026,0.008564458600000002,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Northern,electricity,gas (CC CCS),water withdrawals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023899,0.0656914,0.1215069,0.1764488,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Northern,electricity,gas (CC),water withdrawals,0.0,0.0,0.0,0.00389318,0.00361609,0.01156339,0.029264159999999997,0.03484665000000001,0.039606419999999996,0.041749600000000005,0.040217220000000005,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Northern,electricity,gas (steam/CT),water withdrawals,0.338486,0.343996,0.542973,0.5381842,0.4724011,0.5082633,0.5104441000000001,0.42801844000000006,0.32355687999999994,0.19839263,0.09217117500000002,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Northern,electricity,geothermal,water withdrawals,0.0,0.0,0.0,0.00900443,0.00837716,0.024152279999999998,0.04543378,0.0678719,0.09496711000000001,0.1027034,0.10204610000000001,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Northern,electricity,refined liquids (CC CCS),water withdrawals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273115,0.621057,1.027408,1.427832,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Northern,electricity,refined liquids (CC),water withdrawals,0.0,0.0,0.0,0.0,0.0,0.129016,0.3598506,0.3141798,0.2844317,0.2088697,0.12604939999999998,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Northern,electricity,refined liquids (steam/CT),water withdrawals,0.347471,0.606851,0.696329,0.6751058,0.5833605,0.6112624000000001,0.5840465,0.48152953,0.35875285000000007,0.22653191000000006,0.12264945899999999,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Southern,electricity,CSP,water withdrawals,0.0,0.0,0.0,3.44188E-6,1.27859E-5,3.43729E-5,8.733499999999999E-5,1.650863E-4,3.136333E-4,6.0711642E-4,9.382604E-4,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Southern,electricity,CSP_storage,water withdrawals,0.0,0.0,0.0,0.0,0.0,7.17646E-5,3.981516E-4,0.0010762186,0.0024516386,0.0056107386,0.0128614586,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Southern,electricity,Gen_III,water withdrawals,0.0,0.0,0.0,0.0,0.0,0.00291915,0.01178127,0.02537976,0.05978256,0.13898956,0.27203735,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Southern,electricity,PV,water withdrawals,0.0,0.0,6.4803E-8,4.3495629999999994E-6,1.2864922999999999E-5,2.8149023E-5,5.9109823E-5,9.8646823E-5,1.6588471999999998E-4,2.7884296E-4,3.4401479999999996E-4,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Southern,electricity,PV_storage,water withdrawals,0.0,0.0,0.0,3.84038E-8,1.1518459999999999E-7,2.527206E-7,5.319946E-7,8.863886E-7,1.4973256000000002E-6,2.6823218E-6,5.115441E-6,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Southern,electricity,biomass (IGCC CCS),water withdrawals,0.0,0.0,0.0,0.0,0.0,2.91426E-4,9.26935E-4,0.002906031,0.00659431,0.018822217,0.042396937,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Southern,electricity,biomass (IGCC),water withdrawals,0.0,0.0,0.0,0.0,0.0,0.00230881,0.0062080799999999995,0.00959906,0.01369503,0.01465346,0.008856771,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Southern,electricity,biomass (conv CCS),water withdrawals,0.0,0.0,0.0,0.0,0.0,0.00227099,0.00727221,0.02870209,0.06481566999999999,0.1991303,0.47555947,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Southern,electricity,biomass (conv),water withdrawals,0.00446866,0.011379,0.035685,0.0398835,0.052369799999999994,0.06401470000000001,0.0798295,0.08994060000000001,0.0875986,0.05815998,0.019862949999999997,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Southern,electricity,coal (IGCC CCS),water withdrawals,0.0,0.0,0.0,0.0,0.0,2.76869E-4,9.88138E-4,0.004802814,0.01263114,0.03916363,0.083592604,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Southern,electricity,coal (IGCC),water withdrawals,0.0,0.0,0.0,0.0,0.0,0.00890695,0.024444470000000003,0.03423388,0.046242660000000005,0.045944729999999996,0.023974419999999996,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Southern,electricity,coal (conv pul CCS),water withdrawals,0.0,0.0,0.0,0.0,0.0,0.00284874,0.00966234,0.0427427,0.10686593999999999,0.3041886,0.6086680600000001,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Southern,electricity,coal (conv pul),water withdrawals,0.149517,0.183685,0.406124,0.529037,0.654823,0.746764,0.866366,0.8607696,0.8490446,0.64263,0.231094,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Southern,electricity,gas (CC CCS),water withdrawals,0.0,0.0,0.0,0.0,0.0,0.0336692,0.0944154,0.1882352,0.3234457,0.575326,0.9207932999999999,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Southern,electricity,gas (CC),water withdrawals,0.00192256,0.0885065,0.0224079,0.044086200000000006,0.0717703,0.0965573,0.1422912,0.165176,0.2001284,0.21766570999999998,0.20915038000000002,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Southern,electricity,gas (steam/CT),water withdrawals,0.0228441,0.212436,0.575029,0.688346,0.806411,0.856584,0.9030406999999999,0.8189388999999999,0.7413696,0.5153549,0.25630569,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Southern,electricity,geothermal,water withdrawals,0.0,0.0,0.0,0.00397509,0.01092485,0.022298449999999997,0.04247232,0.06491056,0.09597609,0.13822079999999998,0.1851258,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Southern,electricity,refined liquids (CC CCS),water withdrawals,0.0,0.0,0.0,0.0,0.0,0.364254,0.746627,1.165741,1.7503549999999999,2.771946,3.7948839999999997,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Southern,electricity,refined liquids (CC),water withdrawals,0.0,0.0,0.0,0.0,0.270326,0.354767,0.5644440000000001,0.5404321,0.6423172,0.5055002,0.2881589,0.0,0.0,0.0,km^3,
"NDC_FullTech,date=2018-3-8T17:07:36-04:00",South America_Southern,electricity,refined liquids (steam/CT),water withdrawals,0.152034,0.234861,0.391932,0.42970700000000006,0.48597599999999996,0.4891654,0.4660042,0.3848158,0.3281516,0.20615986,0.10383454,0.0,0.0,0.0,km^3,
