Demand Balances by Primary Good
scenario,region,input,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Central America and Caribbean,PalmFruit,NonFoodDemand_Crops,1.03517,2.82893,3.9981,4.22534,4.43269,4.61912,4.78284,4.92144,5.03354,5.11988,5.17926,0.0,0.0,0.0,Mt,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Central America and Caribbean,Pasture,Pasture_FodderGrass,39.7152,34.1648,37.952,41.1673,43.3543,43.9875,44.7301,29.8554,27.319,24.6915,22.6353,0.0,0.0,0.0,Mt,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Central America and Caribbean,Rice,FeedCrops,0.0108702,0.141714,0.10844,0.119173,0.13674,0.166964,0.202435,0.331318,0.427147,0.517333,0.585969,0.0,0.0,0.0,Mt,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Central America and Caribbean,Rice,FoodDemand_Crops,2.36972,3.87203,3.99913,4.25938,4.50573,4.74338,4.96131,5.1109,5.23331,5.32916,5.39715,0.0,0.0,0.0,Mt,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Central America and Caribbean,Rice,NonFoodDemand_Crops,0.225771,0.350855,0.313479,0.331296,0.347554,0.362172,0.375008,0.385875,0.394665,0.401434,0.406091,0.0,0.0,0.0,Mt,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Central America and Caribbean,Root_Tuber,FeedCrops,0.0580458,0.267116,0.219221,0.242734,0.278005,0.327796,0.374946,0.470825,0.458915,0.415136,0.367163,0.0,0.0,0.0,Mt,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Central America and Caribbean,Root_Tuber,FoodDemand_Crops,2.02034,2.91836,3.13655,3.34067,3.53389,3.72027,3.8912,4.00852,4.10453,4.1797,4.23303,0.0,0.0,0.0,Mt,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Central America and Caribbean,Root_Tuber,NonFoodDemand_Crops,0.60219,0.958862,1.13736,1.20201,1.26099,1.31403,1.3606,1.40003,1.43192,1.45648,1.47337,0.0,0.0,0.0,Mt,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Central America and Caribbean,SugarCrop,FeedCrops,3.11453,1.34694,2.71825,3.03224,3.65208,4.14343,4.50875,6.0496,6.82248,8.0776,9.1098,0.0,0.0,0.0,Mt,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Central America and Caribbean,SugarCrop,FoodDemand_Crops,2.22462,3.22656,3.44355,3.66765,3.87978,4.08441,4.27206,4.40087,4.50627,4.5888,4.64735,0.0,0.0,0.0,Mt,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Central America and Caribbean,SugarCrop,NonFoodDemand_Crops,66.0189,42.3674,53.4835,56.5233,59.2972,61.7911,63.9811,65.8352,67.3348,68.4898,69.2842,0.0,0.0,0.0,Mt,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Central America and Caribbean,SugarCrop,regional sugar for ethanol,33.8173,17.3352,5.68087,6.11083,3.71974,4.07224,3.48726,4.07496E-8,1.12464,0.261433,0.0508823,0.0,0.0,0.0,Mt,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Central America and Caribbean,Wheat,FeedCrops,0.208046,0.198019,0.176022,0.199326,0.229205,0.275629,0.325917,0.461701,0.514353,0.526469,0.515568,0.0,0.0,0.0,Mt,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Central America and Caribbean,Wheat,FoodDemand_Crops,2.22065,2.78814,2.91026,3.09965,3.27893,3.45187,3.61046,3.71932,3.8084,3.87815,3.92763,0.0,0.0,0.0,Mt,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Central America and Caribbean,Wheat,NonFoodDemand_Crops,0.479946,0.291759,0.312372,0.330125,0.346326,0.360892,0.373683,0.384512,0.39327,0.400016,0.404656,0.0,0.0,0.0,Mt,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Colombia,Corn,FeedCrops,0.148593,1.43025,2.03024,1.9547,2.12374,2.2673,2.36878,2.3884,2.34504,2.24332,2.20427,0.0,0.0,0.0,Mt,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Colombia,Corn,FoodDemand_Crops,1.03549,1.84349,1.87755,2.02102,2.15736,2.29138,2.41633,2.50746,2.58651,2.65333,2.70569,0.0,0.0,0.0,Mt,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Colombia,Corn,NonFoodDemand_Crops,0.0335262,0.8785,0.92521,0.985904,1.04388,1.09748,1.14571,1.18755,1.22359,1.25376,1.27705,0.0,0.0,0.0,Mt,
